#Powered_by_ParaTranz
EVTNAME5002;Stanley Cup
EVTDESC2550;Invoking our religious and military leaders, since foreigners arrived in our nation several days have passed, but soon they will be deported. In a recent high-level meeting, these Europeans who should be stopped from destructively exploiting our land were discussed.
EVTOPTA2550;This matter must be seriously considered
EVTNAME2560;$PROVINCENAME$ Becomes Core
EVTDESC2560;$PROVINCENAME$ has been under $COUNTRY_ADJ$ control for many years. Now, the residents of this province regard $COUNTRY_ADJ$ law as the only recognized law locally. This province has become the property of $COUNTRY$.
EVTOPTA2560;Long live $COUNTRY$!
EVTNAME2570;$COUNTRY_ADJ$ Lebensraum!
EVTDESC2570;Führer! The military high command has devised a cunning plan to expand $COUNTRY_ADJ$ Lebensraum through military conquest. By engineering a military incident with a neighboring nation, we can make our nation and world people believe our country has been attacked. This way we won't be seen as an aggressor, making the military occupation and annexation of our neighbor look better. Should we proceed with this plan? Or should our army let war sweep the globe? Or spread terror and unprecedented enemy atrocities? We should...
EVTOPTA2570;OK!
academic_confusion;Academic Confusion
academic_confusion_desc;Our academic world is in chaos, and will be rebuilt through a paradigm shift. Our prestige and research will be hindered, and this impact will persist.
switch_to_traditional_academic_title;Traditional Academia
switch_to_traditional_academic_desc;Many in our academic community believe the current direction of academia is suffering from unnecessary prejudice. We should return to a more traditional image.
switch_to_army_tech_title;Military-Industrial Complex
switch_to_army_tech_desc;Cooperation between private industrial enterprises and the military in defense and war policy has led to the development of a very important network. This network relies on personal relationships and acquaintances, and there is inevitably some corruption. Therefore the best description of this network is the military-industrial complex. By deepening the goals and ambitions of these informal relationships in our academic world, we can increase military and industrial research, but at the cost of naval and cultural research.
switch_to_navy_tech_title;Sea Power and Merchant Fleet
switch_to_navy_tech_desc;Some say the best way for our nation to preempt strikes is by establishing naval academies. Many of our military and political elites have received naval education or served on merchant ships. For a maritime nation like ours, the importance of the navy cannot be underestimated. And with the promotion of political groups and backgrounds, we can ensure our naval technology will have great development, but at the cost of research in other fields.
switch_to_culture_tech_title;Avant-Garde Intellectuals
switch_to_culture_tech_desc;In the past few years, our nation's avant-garde culture and thought have shouldered a arduous mission through our academic institutions. Through continuous efforts, this has become a step in the academic ladder — these radical new theorists are now sufficient to subvert our academic institutions to better meet their ideological needs. By supporting their cause, we can speed up cultural research, but it will be harmful to knowledge progress in other fields.
switch_to_trade_tech_title;Business Schools and Tycoon Capitalism
switch_to_trade_tech_desc;In the past few years, our nation has grown rapidly under the influence of ethnic groups who were educated in the same or similar upper-level business schools and corporations. Supported by these groups, we can ensure our academic focus is on what we care about: commerce and industry. However, this change will come at the cost of research in other fields.
switch_to_industry_tech_title;Corporate Industrialism
declare_republic_of_neuchatel_title;Republic of Neuchâtel
declare_republic_of_neuchatel_desc;In 1707, Frederick the Great obtained Neuchâtel through his mother's House of Orange-Nassau. The Principality of Neuchâtel then joined the Kingdom of Prussia in a personal union with the House of Hohenzollern. During the Napoleonic Wars, after being defeated by Napoleon, Prussia ceded Neuchâtel. After the war, at the suggestion of Frederick William III, Neuchâtel joined the Swiss Confederation as the 21st canton, but was formally still a territory of the Kingdom of Prussia. In 1848, Neuchâtel abolished the monarchy and existed as a republic within the Swiss Confederation. In 1857, Prussia formally renounced Neuchâtel on equal terms.
switch_to_industry_tech_desc;For some time now, both government and capital in our nation have formed an intricate network based on personal relationships. And this network has quickly become a mutual dependency ensuring both parties' reciprocity. Through the deep connection between our social government and the private sector, we promote technological progress in our industrial field to the greatest extent, but at the cost of research in other fields.
TECH_INVENTIONS_TOOLTIP;Inventions:
TECH_MONTHLY_RESEARCHPOINTS_TOOLTIP;$LITERACY$ literacy rate of ?Y$POPTYPE$?W gives us ?Y$VALUE$ research points?W
TECH_MONTHLY_RESEARCHPOINTS_BASE_TOOLTIP;Monthly base research points: ?Y$VALUE$?W
TECH_MONTHLY_RESEARCHPOINTS_TOTAL_TOOLTIP;Monthly research points: ?G+$VALUE$?W
TECH_MONTHLY_RESEARCHPOINTS_UNCIVILIZED;Uncivilized:
BASE_TARIFF_EFFICIENCY;Base efficiency: ?Y$PERC$%?W
PRODUCTION_OPEN_FACTORY_TOOLTIP;?Y Start?W
PRODUCTION_CLOSE_FACTORY_TOOLTIP;?Y Close Factory?W
PRODUCTION_EXPAND_FACTORY_TOOLTIP;?Y Expand Factory?W
PRODUCTION_BUILDING_FACTORY_TOOLTIP;Building ?Y$TYPE$?W
PRODUCTION_EXPANDING_FACTORY_TOOLTIP;Expanding ?Y$TYPE$?W
PRODUCTION_BUILDING_FACTORY_PROGRESS_TOOLTIP;?G$PERC$%?W complete, ?Y$DAYS$?W days remaining
PRODUCTION_OPEN_FACTORY_BECAUSE_TOOLTIP;We can start production:\n
PRODUCTION_CLOSE_FACTORY_BECAUSE_TOOLTIP;We can close this factory:\n
PRODUCTION_EXPAND_FACTORY_BECAUSE_TOOLTIP;We can expand this factory:\n
PRODUCTION_NOT_OPEN_FACTORY_BECAUSE_TOOLTIP;We ?R cannot?W start production:\n
PRODUCTION_NOT_CLOSE_FACTORY_BECAUSE_TOOLTIP;We ?R cannot?W close this factory:\n
PRODUCTION_NOT_EXPAND_FACTORY_BECAUSE_TOOLTIP;We ?R cannot?W expand this factory:\n
PRODUCTION_CURRENT_PRIORITY_TOOLTIP;Current priority: ?Y$VALUE$?W
PRODUCTION_CANCEL_SUBSIDIES;Cancel Subsidies
PRODUCTION_SUBSIDIES_DESC;Providing subsidies to factories — we will provide funds for these loss-making factories to purchase raw materials and (or) pay minimum wages to workers
PRODUCTION_MONEY_NEEDED;Money needed: $VALUE$
PRODUCTION_TAB_FACTORIES;Show statistics of our nation's factories
PRODUCTION_TAB_PRODUCTION;Show statistics of our nation's products, and also show the production status of all our nation's products
PRODUCTION_TAB_PROJECTS;Show what our nation's ?Y$POPTYPE$?W plans to build
PRODUCTION_NOTHING_PRODUCED;Our nation currently does not produce any ?Y$GOOD$?W
PRODUCTION_OPEN_FACTORY_DESC_TOOLTIP;If we order factories to start production, they will rehire workers to produce
PRODUCTION_CLOSE_FACTORY_DESC_TOOLTIP;If we order factories to close, they will stop production and all workers will lose their jobs
PRODUCTION_EXPAND_FACTORY_DESC_TOOLTIP;If we expand a factory, the number of workers it can employ will increase
PRODUCTION_PRIO_FACTORY_DESC_TOOLTIP;High-priority factories have the right to prioritize hiring workers and purchasing raw materials (within the same region)
PRODUCTION_INPUT_REQUIRED;Our artisans and factories need ?Y$GOOD$?W to produce
PRODUCTION_PRODUCING_EACH_DAY;Our ?Y$TYPE$?W produces ?Y$VALUE$ units of $GOOD$?W every day
PRODUCTION_WANTS_EACH_DAY;Our ?Y$TYPE$?W needs ?Y$VALUE$ units of $GOOD$?W every day
WARSUBSIDIES_THEY_ACCEPT_SETUP;When our nation grants war subsidies to another nation
WARSUBSIDIES_WE_ACCEPT_SETUP;When another nation grants war subsidies to our nation
WARSUBSIDIES_OTHER_ACCEPT_SETUP;When another nation grants war subsidies to a third nation
CANCEL_WARSUBSIDIES_THEY_ACCEPT_SETUP;When our nation cancels war subsidies to another nation
CANCEL_WARSUBSIDIES_WE_ACCEPT_SETUP;When another nation cancels war subsidies to our nation
CANCEL_WARSUBSIDIES_OTHER_ACCEPT_SETUP;When another nation cancels war subsidies to a third nation
ASKMILITARYACCESS_THEY_ACCEPT_SETUP;When another nation agrees to grant our nation military access
ASKMILITARYACCESS_WE_ACCEPT_SETUP;When our nation agrees to grant military access to another nation
